hidden_units,dropout_rate,num_blocks,num_heads,lr,gamma,val_ndcg,val_ndcg_raw,best_epoch,epochs_run,max_epochs
64,0.3,1,8,0.001,2,0.7555605940380837,0.7607512442793797,19,20,20
