hidden_units,dropout_rate,num_blocks,num_heads,lr,gamma,val_ndcg,val_ndcg_raw,best_epoch,epochs_run,max_epochs
256,0.5,1,8,0.0001,4,0.7588915091030995,0.7559646151756391,25,30,40
