hidden_units,dropout_rate,num_blocks,num_heads,lr,gamma,val_ndcg,val_ndcg_raw,best_epoch,epochs_run,max_epochs
64,0.5,1,16,0.001,3,0.7213356919194854,0.7213356919194854,1,6,20
