hidden_units,dropout_rate,num_blocks,num_heads,lr,gamma,val_ndcg,val_ndcg_raw,best_epoch,epochs_run,max_epochs
64,0.1,1,4,0.001,2,0.7688460443570498,0.7715212740717873,20,20,20
