session_id,split_index,context_len,query_len,session_len,query_skip_rate,ndcg_model,ndcg_random,lift
077dbae1-5028-4281-9377-6b4edaf14dc8_15104,2,10,23,33,0.1739,0.9738,0.8261,0.1477
077dbae1-5028-4281-9377-6b4edaf14dc8_15104,3,16,17,33,0.1765,0.9106,0.8235,0.0871
077dbae1-5028-4281-9377-6b4edaf14dc8_15104,4,22,11,33,0.1818,0.8386,0.8182,0.0204
077dbae1-5028-4281-9377-6b4edaf14dc8_15104,5,28,5,33,0.2,0.9228,0.9208,0.002
077dbae1-5028-4281-9377-6b4edaf14dc8_15105,1,3,147,150,0.517,0.5873,0.483,0.1043
077dbae1-5028-4281-9377-6b4edaf14dc8_15105,2,35,115,150,0.4261,0.6882,0.5739,0.1143
077dbae1-5028-4281-9377-6b4edaf14dc8_15105,3,68,82,150,0.2683,0.5042,0.7317,-0.2275
077dbae1-5028-4281-9377-6b4edaf14dc8_15105,4,101,49,150,0.2857,0.9322,0.7143,0.2179
077dbae1-5028-4281-9377-6b4edaf14dc8_15105,5,134,16,150,0.0625,0.9738,0.9375,0.0363
077dbae1-5028-4281-9377-6b4edaf14dc8_15108,1,5,25,30,0.32,0.8289,0.68,0.1489
077dbae1-5028-4281-9377-6b4edaf14dc8_15108,2,10,20,30,0.3,0.9136,0.7,0.2136
077dbae1-5028-4281-9377-6b4edaf14dc8_15108,3,15,15,30,0.2667,0.7334,0.7333,0
077dbae1-5028-4281-9377-6b4edaf14dc8_15108,4,20,10,30,0.3,0.7594,0.7,0.0594
077dbae1-5028-4281-9377-6b4edaf14dc8_15108,5,25,5,30,0.4,0.987,0.8302,0.1568
077dbae1-5028-4281-9377-6b4edaf14dc8_15115,1,3,10,13,0.1,0.8369,0.9,-0.0631
077dbae1-5028-4281-9377-6b4edaf14dc8_15115,2,4,9,13,0.1111,0.8805,0.8889,-0.0084
077dbae1-5028-4281-9377-6b4edaf14dc8_15115,3,5,8,13,0.125,0.8292,0.875,-0.0458
077dbae1-5028-4281-9377-6b4edaf14dc8_15115,4,6,7,13,0.1429,0.761,0.8571,-0.0962
077dbae1-5028-4281-9377-6b4edaf14dc8_15115,5,7,6,13,0.1667,0.6859,0.8333,-0.1475
077dbae1-5028-4281-9377-6b4edaf14dc8_15139,1,3,145,148,0.7586,0.7136,0.2414,0.4722
077dbae1-5028-4281-9377-6b4edaf14dc8_15139,2,35,113,148,0.7168,0.8428,0.2832,0.5596
077dbae1-5028-4281-9377-6b4edaf14dc8_15139,3,68,80,148,0.6125,0.8475,0.3875,0.46
077dbae1-5028-4281-9377-6b4edaf14dc8_15139,4,100,48,148,0.4167,0.8505,0.5833,0.2671
077dbae1-5028-4281-9377-6b4edaf14dc8_15139,5,133,15,148,0.1333,0.7537,0.8667,-0.113
077dbae1-5028-4281-9377-6b4edaf14dc8_15147,1,8,10,18,0.3,0.8542,0.7,0.1542
077dbae1-5028-4281-9377-6b4edaf14dc8_15147,2,9,9,18,0.3333,0.8213,0.6667,0.1546
077dbae1-5028-4281-9377-6b4edaf14dc8_15147,3,10,8,18,0.25,0.8026,0.75,0.0526
077dbae1-5028-4281-9377-6b4edaf14dc8_15147,4,11,7,18,0.1429,0.7746,0.8571,-0.0826
077dbae1-5028-4281-9377-6b4edaf14dc8_15147,5,13,5,18,0.2,0.9633,0.9208,0.0425
077dbae1-5028-4281-9377-6b4edaf14dc8_15148,1,4,93,97,0.2043,0.9445,0.7957,0.1488
077dbae1-5028-4281-9377-6b4edaf14dc8_15148,2,24,73,97,0.137,1,0.863,0.137
077dbae1-5028-4281-9377-6b4edaf14dc8_15148,3,45,52,97,0.1538,0.6935,0.8462,-0.1526
077dbae1-5028-4281-9377-6b4edaf14dc8_15148,4,66,31,97,0.129,1,0.871,0.129
077dbae1-5028-4281-9377-6b4edaf14dc8_15148,5,87,10,97,0.3,0.7911,0.7,0.0911
077dbae1-5028-4281-9377-6b4edaf14dc8_15176,1,7,32,39,0.4375,0.4946,0.5625,-0.0679
077dbae1-5028-4281-9377-6b4edaf14dc8_15176,2,13,26,39,0.5,0.459,0.5,-0.041
077dbae1-5028-4281-9377-6b4edaf14dc8_15176,3,20,19,39,0.5263,0.5017,0.4737,0.0281
077dbae1-5028-4281-9377-6b4edaf14dc8_15176,4,26,13,39,0.3846,0.8941,0.6154,0.2787
077dbae1-5028-4281-9377-6b4edaf14dc8_15176,5,33,6,39,0.1667,0.8356,0.8333,0.0023
077dbae1-5028-4281-9377-6b4edaf14dc8_15200,1,3,19,22,0.1053,0.7708,0.8947,-0.124
077dbae1-5028-4281-9377-6b4edaf14dc8_15200,2,6,16,22,0.125,0.928,0.875,0.053
077dbae1-5028-4281-9377-6b4edaf14dc8_15200,3,10,12,22,0.1667,0.8631,0.8333,0.0298
077dbae1-5028-4281-9377-6b4edaf14dc8_15200,4,13,9,22,0.2222,0.7928,0.7778,0.0151
077dbae1-5028-4281-9377-6b4edaf14dc8_15200,5,17,5,22,0.4,0.9278,0.8302,0.0976
077dbae1-5028-4281-9377-6b4edaf14dc8_15210,1,11,206,217,0.665,0.9398,0.335,0.6049
077dbae1-5028-4281-9377-6b4edaf14dc8_15210,2,52,165,217,0.7212,0.9738,0.2788,0.695
077dbae1-5028-4281-9377-6b4edaf14dc8_15210,3,93,124,217,0.6774,1,0.3226,0.6774
077dbae1-5028-4281-9377-6b4edaf14dc8_15210,4,134,83,217,0.5181,1,0.4819,0.5181
077dbae1-5028-4281-9377-6b4edaf14dc8_15210,5,176,41,217,0.0244,1,0.9756,0.0244
077dbae1-5028-4281-9377-6b4edaf14dc8_15211,1,9,18,27,0.0556,0.7584,0.9444,-0.186
077dbae1-5028-4281-9377-6b4edaf14dc8_15211,2,11,16,27,0.0625,0.7245,0.9375,-0.213
077dbae1-5028-4281-9377-6b4edaf14dc8_15211,3,13,14,27,0.0714,0.8174,0.9286,-0.1112
077dbae1-5028-4281-9377-6b4edaf14dc8_15211,4,15,12,27,0.0833,0.7448,0.9167,-0.1718
077dbae1-5028-4281-9377-6b4edaf14dc8_15211,5,18,9,27,0.1111,0.6608,0.8889,-0.228
077dbae1-5028-4281-9377-6b4edaf14dc8_15215,1,15,113,128,0.0973,1,0.9027,0.0973
077dbae1-5028-4281-9377-6b4edaf14dc8_15215,2,39,89,128,0.0787,1,0.9213,0.0787
077dbae1-5028-4281-9377-6b4edaf14dc8_15215,3,64,64,128,0.1094,1,0.8906,0.1094
077dbae1-5028-4281-9377-6b4edaf14dc8_15215,4,89,39,128,0.1795,1,0.8205,0.1795
077dbae1-5028-4281-9377-6b4edaf14dc8_15215,5,114,14,128,0.0714,1,0.9286,0.0714
077dbae1-5028-4281-9377-6b4edaf14dc8_15222,1,4,35,39,0.2,0.677,0.8,-0.123
077dbae1-5028-4281-9377-6b4edaf14dc8_15222,2,11,28,39,0.1429,0.8797,0.8571,0.0225
077dbae1-5028-4281-9377-6b4edaf14dc8_15222,3,19,20,39,0.15,0.7658,0.85,-0.0842
077dbae1-5028-4281-9377-6b4edaf14dc8_15222,4,26,13,39,0.1538,0.5787,0.8462,-0.2674
077dbae1-5028-4281-9377-6b4edaf14dc8_15222,5,34,5,39,0.4,0.913,0.8302,0.0828
077dbae1-5028-4281-9377-6b4edaf14dc8_15227,1,7,15,22,0.1333,0.9738,0.8667,0.1071
077dbae1-5028-4281-9377-6b4edaf14dc8_15227,2,8,14,22,0.0714,1,0.9286,0.0714
077dbae1-5028-4281-9377-6b4edaf14dc8_15227,3,10,12,22,0.0833,1,0.9167,0.0833
077dbae1-5028-4281-9377-6b4edaf14dc8_15227,4,11,11,22,0.0909,0.9398,0.9091,0.0308
077dbae1-5028-4281-9377-6b4edaf14dc8_15227,5,13,9,22,0.1111,0.7363,0.8889,-0.1525
077dbae1-5028-4281-9377-6b4edaf14dc8_15242,1,3,14,17,0.1429,0.7614,0.8571,-0.0958
077dbae1-5028-4281-9377-6b4edaf14dc8_15242,2,5,12,17,0.1667,0.872,0.8333,0.0387
077dbae1-5028-4281-9377-6b4edaf14dc8_15242,3,7,10,17,0.2,0.8386,0.8,0.0386
077dbae1-5028-4281-9377-6b4edaf14dc8_15242,4,9,8,17,0.25,0.7271,0.75,-0.0229
077dbae1-5028-4281-9377-6b4edaf14dc8_15242,5,12,5,17,0.2,0.951,0.9208,0.0302
077dbae1-5028-4281-9377-6b4edaf14dc8_15244,1,18,34,52,0.0882,0.8262,0.9118,-0.0855
077dbae1-5028-4281-9377-6b4edaf14dc8_15244,2,22,30,52,0.0333,0.8042,0.9667,-0.1625
077dbae1-5028-4281-9377-6b4edaf14dc8_15244,3,26,26,52,0.0385,0.9708,0.9615,0.0092
077dbae1-5028-4281-9377-6b4edaf14dc8_15244,4,30,22,52,0.0455,0.9708,0.9545,0.0162
077dbae1-5028-4281-9377-6b4edaf14dc8_15244,5,35,17,52,0.0588,0.6859,0.9412,-0.2553
077dbae1-5028-4281-9377-6b4edaf14dc8_15254,1,7,28,35,0.4286,1,0.5714,0.4286
077dbae1-5028-4281-9377-6b4edaf14dc8_15254,2,12,23,35,0.5217,1,0.4783,0.5217
077dbae1-5028-4281-9377-6b4edaf14dc8_15254,3,18,17,35,0.7059,0.3809,0.2941,0.0868
077dbae1-5028-4281-9377-6b4edaf14dc8_15254,4,24,11,35,0.5455,0.8628,0.4545,0.4083
077dbae1-5028-4281-9377-6b4edaf14dc8_15254,5,30,5,35,0.2,1,0.9208,0.0792
077dbae1-5028-4281-9377-6b4edaf14dc8_15257,1,3,14,17,0.1429,0.8174,0.8571,-0.0398
077dbae1-5028-4281-9377-6b4edaf14dc8_15257,2,5,12,17,0.1667,0.7094,0.8333,-0.1239
077dbae1-5028-4281-9377-6b4edaf14dc8_15257,3,7,10,17,0.1,0.7275,0.9,-0.1725
077dbae1-5028-4281-9377-6b4edaf14dc8_15257,4,9,8,17,0.125,0.7287,0.875,-0.1463
077dbae1-5028-4281-9377-6b4edaf14dc8_15257,5,11,6,17,0.1667,0.6608,0.8333,-0.1725
077dbae1-5028-4281-9377-6b4edaf14dc8_15259,1,6,34,40,0.1765,0.8166,0.8235,-0.007
077dbae1-5028-4281-9377-6b4edaf14dc8_15259,2,11,29,40,0.1034,0.8195,0.8966,-0.077
077dbae1-5028-4281-9377-6b4edaf14dc8_15259,3,16,24,40,0.0833,0.8894,0.9167,-0.0273
077dbae1-5028-4281-9377-6b4edaf14dc8_15259,4,21,19,40,0.0526,0.8988,0.9474,-0.0486
077dbae1-5028-4281-9377-6b4edaf14dc8_15259,5,26,14,40,0.0714,0.7287,0.9286,-0.1999
077dbae1-5028-4281-9377-6b4edaf14dc8_15261,1,5,25,30,0.12,0.9708,0.88,0.0908
077dbae1-5028-4281-9377-6b4edaf14dc8_15261,2,10,20,30,0.15,0.9738,0.85,0.1238
077dbae1-5028-4281-9377-6b4edaf14dc8_15261,3,15,15,30,0.2,0.9738,0.8,0.1738
077dbae1-5028-4281-9377-6b4edaf14dc8_15261,4,20,10,30,0.3,0.672,0.7,-0.028
077dbae1-5028-4281-9377-6b4edaf14dc8_15261,5,25,5,30,0.2,0.912,0.9208,-0.0088
077dbae1-5028-4281-9377-6b4edaf14dc8_15275,1,3,22,25,0.0909,0.9077,0.9091,-0.0014
077dbae1-5028-4281-9377-6b4edaf14dc8_15275,2,5,20,25,0.05,0.9077,0.95,-0.0423
077dbae1-5028-4281-9377-6b4edaf14dc8_15275,3,7,18,25,0.0556,0.9322,0.9444,-0.0123
077dbae1-5028-4281-9377-6b4edaf14dc8_15275,4,9,16,25,0.0625,0.8292,0.9375,-0.1083
077dbae1-5028-4281-9377-6b4edaf14dc8_15275,5,11,14,25,0.0714,0.6608,0.9286,-0.2677
077dbae1-5028-4281-9377-6b4edaf14dc8_15276,1,3,39,42,0.2821,0.2991,0.7179,-0.4189
077dbae1-5028-4281-9377-6b4edaf14dc8_15276,2,8,34,42,0.1765,0.2991,0.8235,-0.5245
077dbae1-5028-4281-9377-6b4edaf14dc8_15276,3,14,28,42,0.1071,0.7911,0.8929,-0.1017
077dbae1-5028-4281-9377-6b4edaf14dc8_15276,4,19,23,42,0.0435,0.8631,0.9565,-0.0934
077dbae1-5028-4281-9377-6b4edaf14dc8_15276,5,25,17,42,0.0588,0.6608,0.9412,-0.2803
077dbae1-5028-4281-9377-6b4edaf14dc8_15278,1,5,16,21,0.3125,0.9572,0.6875,0.2697
077dbae1-5028-4281-9377-6b4edaf14dc8_15278,2,7,14,21,0.2143,0.931,0.7857,0.1452
077dbae1-5028-4281-9377-6b4edaf14dc8_15278,3,10,11,21,0.1818,0.9136,0.8182,0.0954
077dbae1-5028-4281-9377-6b4edaf14dc8_15278,4,13,8,21,0.25,0.9369,0.75,0.1869
077dbae1-5028-4281-9377-6b4edaf14dc8_15278,5,16,5,21,0.2,1,0.9208,0.0792
077dbae1-5028-4281-9377-6b4edaf14dc8_15302,1,7,37,44,0.2432,1,0.7568,0.2432
077dbae1-5028-4281-9377-6b4edaf14dc8_15302,2,15,29,44,0.2414,1,0.7586,0.2414
077dbae1-5028-4281-9377-6b4edaf14dc8_15302,3,23,21,44,0.3333,0.9398,0.6667,0.2732
077dbae1-5028-4281-9377-6b4edaf14dc8_15302,4,31,13,44,0.5385,0.5631,0.4615,0.1016
077dbae1-5028-4281-9377-6b4edaf14dc8_15302,5,39,5,44,0.4,0.9049,0.8302,0.0747
077dbae1-5028-4281-9377-6b4edaf14dc8_15315,1,18,34,52,0.3824,0.4894,0.6176,-0.1283
077dbae1-5028-4281-9377-6b4edaf14dc8_15315,2,24,28,52,0.3571,0.803,0.6429,0.1601
077dbae1-5028-4281-9377-6b4edaf14dc8_15315,3,30,22,52,0.4091,0.7357,0.5909,0.1448
077dbae1-5028-4281-9377-6b4edaf14dc8_15315,4,36,16,52,0.4375,1,0.5625,0.4375
077dbae1-5028-4281-9377-6b4edaf14dc8_15315,5,42,10,52,0.1,1,0.9,0.1
077dbae1-5028-4281-9377-6b4edaf14dc8_15317,1,4,35,39,0.6571,0.1711,0.3429,-0.1718
077dbae1-5028-4281-9377-6b4edaf14dc8_15317,2,11,28,39,0.7857,0.0602,0.2143,-0.1541
077dbae1-5028-4281-9377-6b4edaf14dc8_15317,3,18,21,39,0.7143,0.3304,0.2857,0.0447
077dbae1-5028-4281-9377-6b4edaf14dc8_15317,4,25,14,39,0.6429,0.595,0.3571,0.2379
077dbae1-5028-4281-9377-6b4edaf14dc8_15317,5,33,6,39,0.1667,0.9661,0.8333,0.1328
077dbae1-5028-4281-9377-6b4edaf14dc8_15324,1,15,35,50,0.0286,1,0.9714,0.0286
077dbae1-5028-4281-9377-6b4edaf14dc8_15324,2,17,33,50,0.0303,1,0.9697,0.0303
077dbae1-5028-4281-9377-6b4edaf14dc8_15324,3,20,30,50,0.0333,1,0.9667,0.0333
077dbae1-5028-4281-9377-6b4edaf14dc8_15324,4,23,27,50,0.037,1,0.963,0.037
077dbae1-5028-4281-9377-6b4edaf14dc8_15324,5,26,24,50,0.0417,0.9233,0.9583,-0.035
077dbae1-5028-4281-9377-6b4edaf14dc8_15328,1,10,17,27,0.7059,0.4493,0.2941,0.1551
077dbae1-5028-4281-9377-6b4edaf14dc8_15328,2,13,14,27,0.6429,0.5599,0.3571,0.2028
077dbae1-5028-4281-9377-6b4edaf14dc8_15328,3,16,11,27,0.7273,0.7993,0.3774,0.4219
077dbae1-5028-4281-9377-6b4edaf14dc8_15328,4,19,8,27,0.625,0.9294,0.5189,0.4106
077dbae1-5028-4281-9377-6b4edaf14dc8_15328,5,22,5,27,0.4,0.9617,0.8302,0.1315
077dbae1-5028-4281-9377-6b4edaf14dc8_15345,1,6,22,28,0.4091,0.5324,0.5909,-0.0585
077dbae1-5028-4281-9377-6b4edaf14dc8_15345,2,8,20,28,0.4,0.5186,0.6,-0.0814
077dbae1-5028-4281-9377-6b4edaf14dc8_15345,3,11,17,28,0.4118,0.3884,0.5882,-0.1998
077dbae1-5028-4281-9377-6b4edaf14dc8_15345,4,14,14,28,0.2857,1,0.7143,0.2857
077dbae1-5028-4281-9377-6b4edaf14dc8_15345,5,17,11,28,0.0909,1,0.9091,0.0909
077dbae1-5028-4281-9377-6b4edaf14dc8_15349,1,23,27,50,0.3333,0.823,0.6667,0.1563
077dbae1-5028-4281-9377-6b4edaf14dc8_15349,2,28,22,50,0.3636,0.7826,0.6364,0.1463
077dbae1-5028-4281-9377-6b4edaf14dc8_15349,3,34,16,50,0.4375,0.7268,0.5625,0.1643
077dbae1-5028-4281-9377-6b4edaf14dc8_15349,4,39,11,50,0.5455,0.7564,0.4545,0.3019
077dbae1-5028-4281-9377-6b4edaf14dc8_15349,5,45,5,50,0.4,1,0.8302,0.1698
077dbae1-5028-4281-9377-6b4edaf14dc8_15363,1,3,24,27,0.125,0.8195,0.875,-0.0555
077dbae1-5028-4281-9377-6b4edaf14dc8_15363,2,7,20,27,0.15,0.9077,0.85,0.0577
077dbae1-5028-4281-9377-6b4edaf14dc8_15363,3,12,15,27,0.2,0.8124,0.8,0.0124
077dbae1-5028-4281-9377-6b4edaf14dc8_15363,4,17,10,27,0.3,0.623,0.7,-0.077
077dbae1-5028-4281-9377-6b4edaf14dc8_15363,5,22,5,27,0.4,0.7021,0.8302,-0.1281
077dbae1-5028-4281-9377-6b4edaf14dc8_15364,1,3,351,354,0.8234,0.4678,0.1766,0.2912
077dbae1-5028-4281-9377-6b4edaf14dc8_15364,2,81,273,354,0.8095,0.7767,0.1905,0.5863
077dbae1-5028-4281-9377-6b4edaf14dc8_15364,3,160,194,354,0.768,0.7059,0.232,0.474
077dbae1-5028-4281-9377-6b4edaf14dc8_15364,4,239,115,354,0.687,0.9144,0.313,0.6014
077dbae1-5028-4281-9377-6b4edaf14dc8_15364,5,318,36,354,0.3056,0.9369,0.6944,0.2424
077dbae1-5028-4281-9377-6b4edaf14dc8_15367,1,3,20,23,0.1,1,0.9,0.1
077dbae1-5028-4281-9377-6b4edaf14dc8_15367,2,4,19,23,0.1053,1,0.8947,0.1053
077dbae1-5028-4281-9377-6b4edaf14dc8_15367,3,5,18,23,0.1111,1,0.8889,0.1111
077dbae1-5028-4281-9377-6b4edaf14dc8_15367,4,6,17,23,0.1176,0.9708,0.8824,0.0884
077dbae1-5028-4281-9377-6b4edaf14dc8_15367,5,7,16,23,0.0625,1,0.9375,0.0625
077dbae1-5028-4281-9377-6b4edaf14dc8_15378,1,10,14,24,0.3571,0.8166,0.6429,0.1737
077dbae1-5028-4281-9377-6b4edaf14dc8_15378,2,12,12,24,0.3333,0.8552,0.6667,0.1885
077dbae1-5028-4281-9377-6b4edaf14dc8_15378,3,14,10,24,0.2,0.8522,0.8,0.0522
077dbae1-5028-4281-9377-6b4edaf14dc8_15378,4,16,8,24,0.125,0.8463,0.875,-0.0287
077dbae1-5028-4281-9377-6b4edaf14dc8_15378,5,19,5,24,0.2,0.9047,0.9208,-0.0161
077dbae1-5028-4281-9377-6b4edaf14dc8_15383,1,5,10,15,0.2,1,0.8,0.2
077dbae1-5028-4281-9377-6b4edaf14dc8_15383,2,6,9,15,0.1111,0.9475,0.8889,0.0586
077dbae1-5028-4281-9377-6b4edaf14dc8_15383,3,7,8,15,0.125,0.9475,0.875,0.0725
077dbae1-5028-4281-9377-6b4edaf14dc8_15383,4,8,7,15,0.1429,0.9153,0.8571,0.0582
077dbae1-5028-4281-9377-6b4edaf14dc8_15383,5,10,5,15,0.2,0.9149,0.9208,-0.0059
077dbae1-5028-4281-9377-6b4edaf14dc8_15385,1,17,22,39,0.4545,0.9059,0.5455,0.3605
077dbae1-5028-4281-9377-6b4edaf14dc8_15385,2,21,18,39,0.5,0.8339,0.5,0.3339
077dbae1-5028-4281-9377-6b4edaf14dc8_15385,3,25,14,39,0.6429,0.4209,0.3571,0.0637
077dbae1-5028-4281-9377-6b4edaf14dc8_15385,4,29,10,39,0.8,0.3231,0.3616,-0.0384
077dbae1-5028-4281-9377-6b4edaf14dc8_15385,5,34,5,39,0.6,1,0.7231,0.2769
077dbae1-5028-4281-9377-6b4edaf14dc8_15390,1,13,15,28,0.0667,1,0.9333,0.0667
077dbae1-5028-4281-9377-6b4edaf14dc8_15390,2,15,13,28,0.0769,1,0.9231,0.0769
077dbae1-5028-4281-9377-6b4edaf14dc8_15390,3,18,10,28,0.1,1,0.9,0.1
077dbae1-5028-4281-9377-6b4edaf14dc8_15390,4,20,8,28,0.125,1,0.875,0.125
077dbae1-5028-4281-9377-6b4edaf14dc8_15390,5,23,5,28,0.2,1,0.9208,0.0792
077dbae1-5028-4281-9377-6b4edaf14dc8_15393,1,6,9,15,0.1111,0.7787,0.8889,-0.1101
077dbae1-5028-4281-9377-6b4edaf14dc8_15393,2,7,8,15,0.125,0.7614,0.875,-0.1136
077dbae1-5028-4281-9377-6b4edaf14dc8_15393,3,8,7,15,0.1429,0.8297,0.8571,-0.0274
077dbae1-5028-4281-9377-6b4edaf14dc8_15393,4,9,6,15,0.1667,0.8522,0.8333,0.0189
077dbae1-5028-4281-9377-6b4edaf14dc8_15393,5,10,5,15,0.2,0.9612,0.9208,0.0404
077dbae1-5028-4281-9377-6b4edaf14dc8_15395,1,3,610,613,0.8557,0.5923,0.1443,0.4481
077dbae1-5028-4281-9377-6b4edaf14dc8_15395,2,140,473,613,0.8309,0.6767,0.1691,0.5076
077dbae1-5028-4281-9377-6b4edaf14dc8_15395,3,277,336,613,0.7857,0.6369,0.2143,0.4226
077dbae1-5028-4281-9377-6b4edaf14dc8_15395,4,414,199,613,0.7136,0.675,0.2864,0.3886
077dbae1-5028-4281-9377-6b4edaf14dc8_15395,5,551,62,613,0.2903,0.7233,0.7097,0.0136
077dbae1-5028-4281-9377-6b4edaf14dc8_15399,1,3,169,172,0.6805,0.8089,0.3195,0.4894
077dbae1-5028-4281-9377-6b4edaf14dc8_15399,2,39,133,172,0.609,0.9475,0.391,0.5565
077dbae1-5028-4281-9377-6b4edaf14dc8_15399,3,76,96,172,0.4688,0.9213,0.5312,0.39
077dbae1-5028-4281-9377-6b4edaf14dc8_15399,4,112,60,172,0.25,0.9213,0.75,0.1713
077dbae1-5028-4281-9377-6b4edaf14dc8_15399,5,149,23,172,0.0435,0.7363,0.9565,-0.2202
077dbae1-5028-4281-9377-6b4edaf14dc8_15410,1,3,495,498,0.8848,0.1398,0.1152,0.0247
077dbae1-5028-4281-9377-6b4edaf14dc8_15410,2,114,384,498,0.8802,0.2262,0.1198,0.1064
077dbae1-5028-4281-9377-6b4edaf14dc8_15410,3,225,273,498,0.8498,0.1923,0.1502,0.0421
077dbae1-5028-4281-9377-6b4edaf14dc8_15410,4,336,162,498,0.7901,0.2678,0.2099,0.058
077dbae1-5028-4281-9377-6b4edaf14dc8_15410,5,448,50,498,0.88,0.1785,0.12,0.0585
077dbae1-5028-4281-9377-6b4edaf14dc8_15413,1,6,9,15,0.4444,0.6773,0.5556,0.1217
077dbae1-5028-4281-9377-6b4edaf14dc8_15413,2,7,8,15,0.375,0.6637,0.625,0.0387
077dbae1-5028-4281-9377-6b4edaf14dc8_15413,3,8,7,15,0.4286,0.7296,0.6577,0.0719
077dbae1-5028-4281-9377-6b4edaf14dc8_15413,4,9,6,15,0.3333,0.8901,0.7673,0.1228
077dbae1-5028-4281-9377-6b4edaf14dc8_15413,5,10,5,15,0.2,0.9306,0.9208,0.0098
077dbae1-5028-4281-9377-6b4edaf14dc8_15414,1,5,45,50,0.0667,0.9059,0.9333,-0.0274
077dbae1-5028-4281-9377-6b4edaf14dc8_15414,2,11,39,50,0.0513,0.9369,0.9487,-0.0118
077dbae1-5028-4281-9377-6b4edaf14dc8_15414,3,17,33,50,0.0303,1,0.9697,0.0303
077dbae1-5028-4281-9377-6b4edaf14dc8_15414,4,23,27,50,0.037,1,0.963,0.037
077dbae1-5028-4281-9377-6b4edaf14dc8_15414,5,30,20,50,0.05,0.8805,0.95,-0.0695
077dbae1-5028-4281-9377-6b4edaf14dc8_15419,1,11,16,27,0.1875,1,0.8125,0.1875
077dbae1-5028-4281-9377-6b4edaf14dc8_15419,2,12,15,27,0.1333,1,0.8667,0.1333
077dbae1-5028-4281-9377-6b4edaf14dc8_15419,3,14,13,27,0.1538,1,0.8462,0.1538
077dbae1-5028-4281-9377-6b4edaf14dc8_15419,4,16,11,27,0.1818,1,0.8182,0.1818
077dbae1-5028-4281-9377-6b4edaf14dc8_15419,5,18,9,27,0.1111,1,0.8889,0.1111
077dbae1-5028-4281-9377-6b4edaf14dc8_15422,1,3,23,26,0.2609,0.6478,0.7391,-0.0914
077dbae1-5028-4281-9377-6b4edaf14dc8_15422,2,7,19,26,0.2632,0.7822,0.7368,0.0454
077dbae1-5028-4281-9377-6b4edaf14dc8_15422,3,11,15,26,0.3333,0.6262,0.6667,-0.0404
077dbae1-5028-4281-9377-6b4edaf14dc8_15422,4,15,11,26,0.1818,0.8619,0.8182,0.0437
077dbae1-5028-4281-9377-6b4edaf14dc8_15422,5,19,7,26,0.1429,0.6948,0.8571,-0.1624
077dbae1-5028-4281-9377-6b4edaf14dc8_15438,1,3,18,21,0.6667,0.4853,0.3333,0.152
077dbae1-5028-4281-9377-6b4edaf14dc8_15438,2,6,15,21,0.6667,0.395,0.3333,0.0617
077dbae1-5028-4281-9377-6b4edaf14dc8_15438,3,9,12,21,0.5833,0.6183,0.4167,0.2016
077dbae1-5028-4281-9377-6b4edaf14dc8_15438,4,12,9,21,0.5556,0.6322,0.5116,0.1206
077dbae1-5028-4281-9377-6b4edaf14dc8_15438,5,16,5,21,0.2,0.9755,0.9208,0.0547
077dbae1-5028-4281-9377-6b4edaf14dc8_15462,1,3,11,14,0.1818,0.8688,0.8182,0.0506
077dbae1-5028-4281-9377-6b4edaf14dc8_15462,2,4,10,14,0.2,0.7458,0.8,-0.0542
077dbae1-5028-4281-9377-6b4edaf14dc8_15462,3,6,8,14,0.25,0.5413,0.75,-0.2087
077dbae1-5028-4281-9377-6b4edaf14dc8_15462,4,7,7,14,0.2857,0.5121,0.7143,-0.2022
077dbae1-5028-4281-9377-6b4edaf14dc8_15462,5,9,5,14,0.2,1,0.9208,0.0792
077dbae1-5028-4281-9377-6b4edaf14dc8_15482,1,3,10,13,0.7,0.6309,0.4151,0.2158
077dbae1-5028-4281-9377-6b4edaf14dc8_15482,2,4,9,13,0.6667,0.659,0.4612,0.1978
077dbae1-5028-4281-9377-6b4edaf14dc8_15482,3,5,8,13,0.625,0.7224,0.5189,0.2035
077dbae1-5028-4281-9377-6b4edaf14dc8_15482,4,6,7,13,0.5714,0.7747,0.593,0.1817
077dbae1-5028-4281-9377-6b4edaf14dc8_15482,5,8,5,13,0.4,0.9675,0.8302,0.1373
077dbae1-5028-4281-9377-6b4edaf14dc8_15492,1,3,444,447,0.8131,0.5923,0.1869,0.4054
077dbae1-5028-4281-9377-6b4edaf14dc8_15492,2,102,345,447,0.7884,0.7198,0.2116,0.5082
077dbae1-5028-4281-9377-6b4edaf14dc8_15492,3,202,245,447,0.7388,0.8262,0.2612,0.565
077dbae1-5028-4281-9377-6b4edaf14dc8_15492,4,302,145,447,0.5862,1,0.4138,0.5862
077dbae1-5028-4281-9377-6b4edaf14dc8_15492,5,402,45,447,0.0889,1,0.9111,0.0889
077dbae1-5028-4281-9377-6b4edaf14dc8_15497,1,8,23,31,0.0435,0.9213,0.9565,-0.0352
077dbae1-5028-4281-9377-6b4edaf14dc8_15497,2,12,19,31,0.0526,1,0.9474,0.0526
077dbae1-5028-4281-9377-6b4edaf14dc8_15497,3,16,15,31,0.0667,1,0.9333,0.0667
077dbae1-5028-4281-9377-6b4edaf14dc8_15497,4,20,11,31,0.0909,1,0.9091,0.0909
077dbae1-5028-4281-9377-6b4edaf14dc8_15497,5,24,7,31,0.1429,0.8844,0.8571,0.0272
