hidden_units,dropout_rate,num_blocks,num_heads,lr,gamma,val_ndcg,val_ndcg_raw,best_epoch,epochs_run,max_epochs
256,0.1,3,16,0.0001,4,0.7653645844817373,0.7637278044939916,10,15,40
