hidden_units,dropout_rate,num_blocks,num_heads,lr,gamma,val_ndcg,val_ndcg_raw,best_epoch,epochs_run,max_epochs
256,0.1,1,16,0.0001,4,0.7431284916928856,0.7431284916928856,1,6,40
