hidden_units,dropout_rate,num_blocks,num_heads,lr,gamma,val_ndcg,val_ndcg_raw,best_epoch,epochs_run,max_epochs
128,0.3,2,16,0.0001,3,0.7351871957551551,0.7351871957551551,1,6,40
