hidden_units,dropout_rate,num_blocks,num_heads,lr,gamma,val_ndcg,val_ndcg_raw,best_epoch,epochs_run,max_epochs
64,0.5,3,4,0.0001,4,0.7192798821939876,0.7202000956539635,2,7,40
