hidden_units,dropout_rate,num_blocks,num_heads,lr,gamma,val_ndcg,val_ndcg_raw,best_epoch,epochs_run,max_epochs
256,0.5,3,8,0.001,2,0.7658275898572584,0.7622804295221224,11,16,20
