hidden_units,dropout_rate,num_blocks,num_heads,lr,gamma,val_ndcg,val_ndcg_raw,best_epoch,epochs_run,max_epochs
128,0.5,1,16,0.001,4,0.7681994833091582,0.7697314993093948,20,20,20
