hidden_units,dropout_rate,num_blocks,num_heads,lr,gamma,val_ndcg,val_ndcg_raw,best_epoch,epochs_run,max_epochs
128,0.5,1,4,0.0001,3,0.7454089220604518,0.7383885475150047,25,30,40
